Volcano Number,Volcano Name,Country,Volcanic Region Group,Volcanic Region,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
321010,Baker,United States,North America Volcanic Regions,Garibaldi Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1880,48.777,-121.813,3285,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,0,46,8568,1990504
231170,Balhaf-Bir Ali Volcanic Field,Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,14.067,48.3,604,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,5690,5690,6643,177124
271010,Balut,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,5.398,125.376,840,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,1472,1901,10763,1286239
273050,Banahaw,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,14.07,121.48,2158,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,754,93134,1698285,23837289
265090,Banda Api,Indonesia,Sunda-Banda Volcanic Regions,Inner Banda Volcanic Arc,Composite,Caldera,Eruption Observed,1988,-4.523,129.881,596,Subduction zone / Oceanic crust (< 15 km),Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , ,5682,5682,5810,5810
283160,Bandaisan,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1888,37.601,140.072,1816,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,5923,17608,327454,4709782
341020,Barcena,Mexico,Eastern Pacific Volcanic Regions,Mathematicians Ridge Volcanic Province,Minor,Pyroclastic cone(s),Eruption Observed,1953,19.3,-110.82,332,Rift zone / Oceanic crust (< 15 km),Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Rhyolite,Basalt / Picro-Basalt, , , , , ,0,0,0,0
373030,Bardarbunga,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Composite,Stratovolcano,Eruption Observed,2015,64.633,-17.516,2000,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,0,0,0,1348
300084,Barkhatnaya Sopka,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Cluster,Volcanic field,Eruption Dated,-3550,52.802,158.24,874,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , ,0,208,13963,252873
222030,"Barrier, The",Kenya,Eastern Africa Volcanic Regions,Kenyan Rift Volcanic Province,Shield,Shield,Eruption Observed,1921,2.32,36.57,1032,Rift zone / Continental crust (>25 km),Trachyte / Trachydacite,Phonolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite, , , , , ,17,112,4180,109675
345050,Barva,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Complex,Eruption Dated,-6050,10.135,-84.1,2906,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,177,8018,2004665,3399329
264010,Batur,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Caldera,Caldera,Eruption Observed,2000,-8.2403,115.3775,1711,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , , , , ,466899,466899,937766,4289189
355122,"Bayo Gorbea, Cerro",Chile-Argentina,South America Volcanic Regions,Central Andean Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,-25.414,-68.588,5413,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,26,288,7824
225060,Bayuda Volcanic Field,Sudan,Northern Africa Volcanic Regions,Darfur-Bayuda Volcanic Province,Cluster,Volcanic field,Eruption Dated,850,18.33,32.75,670,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite, , , , , , , , , ,1124,1124,2752,259325
322060,Belknap,United States,North America Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield(s),Eruption Dated,475,44.285,-121.8423,2094,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,6518,362091
390022,Berlin,Antarctica,Antarctic-Scotia Volcanic Regions,Western Antarctica Volcanic Province,Shield,Shield(s),Eruption Dated,-8350,-76.05,-136,3478,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite, , , , , , ,0,0,0,0
290040,Berutarubesan [Berutarube],Japan - administered by Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,44.462,146.932,1221,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,113,240,9155
300250,Bezymianny,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024,55.972,160.595,2882,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,47,11728
268073,Bibinoi,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,-0.761,127.725,932,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite, , , , , , , , , ,53,4276,15604,83771
272080,Biliran,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Compound,Eruption Observed,1939,11.523,124.535,1301,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,4612,78799,254519,3177850
255011,Billy Mitchell,Papua New Guinea,Southwest Pacific Volcanic Regions,Solomon Volcanic Arc,Caldera,Caldera,Eruption Dated,1580,-6.0898,155.2254,1544,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,113,449,9620,119191
231072,"Birk, Harrat al",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,18.37,41.63,587,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,37855,37855,37855,596401
221220,Bishoftu Volcanic Field,Ethiopia,Eastern Africa Volcanic Regions,Main Ethiopian Rift Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,8.78,38.98,1850,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,310101,310101,662037,7986826
324010,Black Butte Crater Lava Field,United States,North America Volcanic Regions,Yellowstone-Snake River Hotspot Volcano Group,Shield,Shield,Eruption Dated,-8400,43.183,-114.352,1478,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,119,158,4440,171376
327050,Black Rock Desert,United States,North America Volcanic Regions,Basin and Range Volcanic Province,Cluster,Volcanic field,Eruption Dated,1290,38.97,-112.5,1800,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Rhyolite, , , , ,3292,3292,3679,54291
357102,"Blanca, Laguna",Argentina,South America Volcanic Regions,Southern Andean Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,-39.02,-70.37,1700,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,0,0,0,0
355210,"Blanco, Cerro",Argentina,South America Volcanic Regions,Central Andean Volcanic Arc,Caldera,Caldera,Eruption Dated,-2300,-26.7657,-67.746,4670,Subduction zone / Continental crust (>25 km),Rhyolite, , , , , , , , , ,39,39,65,14279
311300,Bogoslof,United States,North America Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2017,53.93,-168.03,150,Subduction zone / Intermediate crust (15-25 km),Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , ,0,0,0,4216
300150,Bolshoi Semiachik,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,-4450,54.32,160.02,1720,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , ,0,0,554,7373
300360,Bolshoi-Kekuknaysky,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield(s),Eruption Dated,-5310,56.483,157.917,1401,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,0,0,158,2779
221250,Bora-Bericha-Tullu Moye,Ethiopia,Eastern Africa Volcanic Regions,Main Ethiopian Rift Volcanic Province,Cluster,Pyroclastic cone,Eruption Observed,1900,8.2114,39.0812,2345,Rift zone / Continental crust (>25 km),Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , ,11514,51976,546291,5565084
221107,Borawli,Ethiopia,Eastern Africa Volcanic Regions,Afar Rift Volcanic Province,Composite,Stratovolcano,Evidence Credible,Unknown,13.304,40.987,784,Rift zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt,Trachyte / Trachydacite,Rhyolite, , , , , , , ,38,100,3699,111101
221210,Boset,Ethiopia,Eastern Africa Volcanic Regions,Main Ethiopian Rift Volcanic Province,Composite,Stratovolcano(es),Evidence Credible,Unknown,8.558,39.475,2447,Rift zone / Continental crust (>25 km),Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , ,3267,19603,586318,7130451
386020,Bouvet,Norway,Atlantic Ocean Volcanic Regions,Southern Atlantic Volcano Group,Shield,Shield,Eruption Dated,-50,-54.408,3.351,741,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Trachyte / Trachydacite,Rhyolite,Trachyandesite / Basaltic Trachyandesite, ,Trachybasalt / Tephrite Basanite, , , , ,0,0,0,0
351012,"Bravo, Cerro",Colombia,South America Volcanic Regions,Northern Andean Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1720,5.091,-75.293,3985,Subduction zone / Continental crust (>25 km),Dacite,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , ,1679,4916,538690,3929468
371040,Brennisteinsfjoll,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Cluster,Crater rows,Eruption Observed,1341,63.933,-21.783,610,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , , , , , , ,33526,33526,163469,203012
320170,Bridge River Cones,Canada,North America Volcanic Regions,Garibaldi Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,50.8,-123.4,2500,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,55,55,219,15871
390080,Bristol Island,United Kingdom,Antarctic-Scotia Volcanic Regions,South Sandwich Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2016,-59.017,-26.533,1100,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,0
390010,Buckle Island,Antarctica,Antarctic-Scotia Volcanic Regions,Balleny Hotspot Volcano Group,Composite,Stratovolcano,Eruption Observed,1899,-66.78,163.25,1239,Rift zone / Oceanic crust (< 15 km),Trachybasalt / Tephrite Basanite, , , , , , , , , ,0,0,0,0
311010,Buldir,United States,North America Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,52.35,175.911,656,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,0
273010,Bulusan,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2022,12.769,124.056,1535,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,2789,74286,518705,3360418
223004,Bunyaruguru,Uganda,Eastern Africa Volcanic Regions,Albertine Rift Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,-0.2,30.08,1554,Rift zone / Continental crust (>25 km),Foidite, , , , , , , , , ,177517,177517,338735,5955535
221260,Butajiri-Silti Field,Ethiopia,Eastern Africa Volcanic Regions,Main Ethiopian Rift Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,8.05,38.35,2281,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,431631,431631,889323,7096283
264001,Buyan-Bratan,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Cluster,Caldera,Evidence Credible,Unknown,-8.283,115.133,2244,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,333333,333333,935879,4355947
272050,Cabalían,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1820,10.285,125.218,912,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,26511,88767,277950,2091362
357112,Caburgua-Huelemolle,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Cluster,Volcanic field,Eruption Dated,-5050,-39.25,-71.75,1652,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,5951,5951,17774,521553
273090,Cagua,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1860,18.222,122.123,1133,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,99,1137,34018,1480952
357042,Calabozos,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Caldera,Evidence Credible,Unknown,-35.558,-70.496,3508,Subduction zone / Continental crust (>25 km),Dacite,Andesite / Basaltic Andesite, , , , , , , , ,550,550,1023,305637
210040,Calatrava Volcanic Field,Spain,European Volcanic Regions,Western European Volcanic Province,Cluster,Volcanic field,Eruption Dated,-3600,38.87,-4.02,1117,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Foidite,Trachybasalt / Tephrite Basanite, , , , , , , ,197199,197199,197199,774386
358020,Calbuco,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2015,-41.33,-72.618,1974,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,70,871,32265,575233
357091,Callaqui,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1980,-37.92,-71.45,3164,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,56,294,4354,400426
224010,Cameroon,Cameroon,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Composite,Stratovolcano,Eruption Observed,2000,4.203,9.17,4095,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , ,Trachyte / Trachydacite,Foidite, , , ,328,26053,417460,3079036
271080,Camiguin,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1953,9.203,124.673,1552,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,12173,51587,92178,2871353
274010,Camiguin de Babuyanes,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1857,18.83,121.86,712,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite, , , , , , , , , ,876,1066,1369,409653
211010,Campi Flegrei,Italy,European Volcanic Regions,Italian Peninsula Volcanic Provinces,Caldera,Caldera,Eruption Observed,1538,40.827,14.139,458,Subduction zone / Continental crust (>25 km),Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite, , ,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , , ,2234109,2234109,3006865,6019697
211070,Campi Flegrei del Mar di Sicilia,Italy,European Volcanic Regions,Sicily Volcanic Province,Cluster,Volcanic field,Eruption Observed,1867,37.1,12.7,-8,Rift zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,230578,230578,230578,633350
390100,Candlemas Island,United Kingdom,Antarctic-Scotia Volcanic Regions,South Sandwich Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1911,-57.08,-26.67,550,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,0,0,0,0
357140,Carran-Los Venados,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Cluster,Pyroclastic cone(s),Eruption Observed,1979,-40.35,-72.07,1114,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,4840,4840,9001,452820
327110,Carrizozo,United States,North America Volcanic Regions,Basin and Range Volcanic Province,Minor,Pyroclastic cone(s),Eruption Dated,-3250,33.78,-105.93,1731,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,2,11,2596,89711
